agent,sub,episode,opponent,opp_final_rating,opp_archetype,opp_major,win,seat,steps
Ogerpon,55565273,100056075,shaoyiming123,924.0,Grimmsnarl+Froslass,Grimmsnarl,1,0,186
Ogerpon,55565273,100044236,ヌメルゴンex,899.9,Dragapult,Dragapult,0,0,221
Ogerpon,55565273,100037943,Ivan Aleksandrov,819.2,Grimmsnarl+Froslass,Grimmsnarl,1,0,131
Ogerpon,55565273,100026127,carbonapi,975.5,Kangaskhan+Ogerpon,Kangaskhan,0,0,131
Ogerpon,55565273,100014377,Joseph Adamski,860.6,Grimmsnarl+Froslass,Grimmsnarl,1,0,171
Ogerpon,55565273,100002058,Gijs Smit,970.0,(other),other,0,1,159
Ogerpon,55565273,99996452,ksew364,869.3,Grimmsnarl+Froslass,Grimmsnarl,1,1,144
Ogerpon,55565273,99984689,kashiwashira,945.2,(other),other,1,1,190
Ogerpon,55565273,99977025,tokimashita,969.7,Froslass+Lopunny,Lopunny,0,1,142
Ogerpon,55565273,99973272,koshien1984,373.2,(other),other,1,0,104
Ogerpon,55565273,99972139,Civitasmass,888.6,Grimmsnarl+Froslass,Grimmsnarl,1,0,200
Ogerpon,55565273,99961841,alexstatyg,,Grimmsnarl+Froslass,Grimmsnarl,1,1,43
Ogerpon,55565273,99949556,Yam,892.8,Garchomp,Garchomp,1,0,137
Ogerpon,55565273,99937726,catttttttttt,658.8,Dragapult,Dragapult,1,1,199
Ogerpon,55565273,99925835,takusemba,950.4,Froslass+Starmie,other,1,1,174
Ogerpon,55565273,99916340,SamuelSanolume,878.7,Alakazam,Alakazam,0,1,59
Ogerpon,55565273,99904053,TMTA,958.1,Grimmsnarl+Froslass,Grimmsnarl,1,0,128
Ogerpon,55565273,99895522,Ant,980.9,Dragapult,Dragapult,1,0,196
Ogerpon,55565273,99889455,共逐荣光,918.2,Kangaskhan+Ogerpon,Kangaskhan,0,1,155
Ogerpon,55565273,99888797,kurigen,923.9,Grimmsnarl+Froslass,Grimmsnarl,1,0,190
Ogerpon,55565273,99877614,kkanayj,981.2,Froslass+Lopunny,Lopunny,0,1,155
Ogerpon,55565273,99865792,T.Suzuki,899.2,(other),other,0,1,130
Ogerpon,55565273,99853459,wkonishi,927.4,Dragapult,Dragapult,1,0,188
Ogerpon,55565273,99841613,kami,839.5,Dragapult,Dragapult,1,1,71
Ogerpon,55565273,99836710,takaygiiiiiiii,825.0,Grimmsnarl+Froslass,Grimmsnarl,1,0,131
Ogerpon,55565273,99834186,haggle,989.9,Dragapult,Dragapult,0,1,160
Ogerpon,55565273,99827431,Amtull,804.1,Garchomp,Garchomp,1,0,99
Ogerpon,55565273,99823129,Yixuan Lin,133.0,Ogerpon,Ogerpon,1,0,279
Ogerpon,55565273,99821839,yu_w,884.4,Grimmsnarl+Froslass,Grimmsnarl,1,1,116
Ogerpon,55565273,99821369,takataok_42,860.5,Grimmsnarl+Froslass,Grimmsnarl,1,0,175
Ogerpon,55565273,99809556,Reki,842.4,Grimmsnarl+Froslass,Grimmsnarl,1,0,149
Ogerpon,55565273,99797751,shaoyiming123,924.0,Grimmsnarl+Froslass,Grimmsnarl,1,1,144
Ogerpon,55565273,99785871,lollipop947,983.6,Froslass+Lopunny,Lopunny,0,1,132
Ogerpon,55565273,99773566,kazuki0123,882.8,Kangaskhan+Ogerpon,Kangaskhan,0,0,140
Ogerpon,55565273,99761772,ShiyiLIN0922,833.9,Grimmsnarl+Froslass,Grimmsnarl,1,1,133
Ogerpon,55565273,99761366,Gemini ch.,905.7,Grimmsnarl+Froslass,Grimmsnarl,1,1,154
Ogerpon,55565273,99749996,Steven66886688,856.7,Grimmsnarl+Froslass,Grimmsnarl,1,1,146
Ogerpon,55565273,99738144,Rocket is All You Need,870.9,(other),other,1,1,163
Ogerpon,55565273,99725810,seven,926.5,Lucario,Lucario,0,0,139
Ogerpon,55565273,99713932,Zippo,860.4,Grimmsnarl+Froslass,Grimmsnarl,1,0,159
Ogerpon,55565273,99702131,kiyomiya-k,942.6,Ogerpon,Ogerpon,1,1,132
Ogerpon,55565273,99690337,okkotsu_senpai,702.6,Alakazam,Alakazam,0,0,121
Ogerpon,55565273,99678102,Quillbolt,554.6,Lucario,Lucario,0,0,141
Ogerpon,55565273,99666281,懒惰的金枪鱼,925.9,Grimmsnarl+Froslass,Grimmsnarl,1,0,95
Ogerpon,55565273,99658723,Shuhan Yang,940.8,Froslass+Lopunny,Lopunny,0,0,197
Ogerpon,55565273,99655044,payanotty,818.8,Grimmsnarl+Froslass,Grimmsnarl,1,0,138
Ogerpon,55565273,99643194,guruguru000,904.2,Ogerpon,Ogerpon,1,0,149
Ogerpon,55565273,99631373,redblackbst,967.3,Grimmsnarl+Froslass,Grimmsnarl,1,0,165
Ogerpon,55565273,99619579,cyan32,605.4,(other),other,1,1,151
Ogerpon,55565273,99606683,Bửu Phạm Quốc,913.1,Grimmsnarl+Froslass,Grimmsnarl,1,0,150
Ogerpon,55565273,99606139,Ayanokoji Fan Club,1043.0,Grimmsnarl+Froslass,Grimmsnarl,1,0,136
Ogerpon,55565273,99607411,t-enstar,931.5,Froslass+Lopunny,Lopunny,0,0,157
Ogerpon,55565273,99594893,Ziyang Luo,900.3,Ogerpon,Ogerpon,1,1,127
Ogerpon,55565273,99583092,Anhad Mahajan,819.5,Grimmsnarl+Froslass,Grimmsnarl,1,0,109
Ogerpon,55565273,99580737,Faith Ogundimu,877.3,Lucario,Lucario,0,1,149
Ogerpon,55565273,99568438,G_nuoh,543.6,Lucario,Lucario,1,1,185
Ogerpon,55565273,99560776,Bulbasaur,847.2,Grimmsnarl+Froslass,Grimmsnarl,1,1,157
Ogerpon,55565273,99549004,One Turn Off Lethal,846.4,Alakazam,Alakazam,0,1,124
Ogerpon,55565273,99536707,Tim2006,888.7,Ogerpon,Ogerpon,1,0,146
Ogerpon,55565273,99535334,Muheng,857.4,Grimmsnarl+Froslass,Grimmsnarl,1,0,141
Ogerpon,55565273,99523020,pika pika pikachu,829.3,Grimmsnarl+Froslass,Grimmsnarl,1,1,143
Ogerpon,55565273,99511207,full-auto agent,897.2,Alakazam,Alakazam,0,0,179
Ogerpon,55565273,99506777,pztriatomic,916.5,Alakazam,Alakazam,0,0,61
Ogerpon,55565273,99494954,Ryo Takaki,839.5,Grimmsnarl+Froslass,Grimmsnarl,1,1,172
Ogerpon,55565273,99483172,Elooquence,820.3,Grimmsnarl+Froslass,Grimmsnarl,1,0,126
Ogerpon,55565273,99474405,Yoshihiko Suzuki,864.9,Froslass+Lopunny,Lopunny,1,1,174
Ogerpon,55565273,99462569,joinus,896.6,Ogerpon,Ogerpon,1,0,118
Ogerpon,55565273,99450261,KentoKuri,829.5,(other),other,0,0,176
Ogerpon,55565273,99445444,v0m0v,804.1,Kangaskhan,Kangaskhan,0,1,60
Ogerpon,55565273,99433620,HongchenDai,795.2,Grimmsnarl+Froslass,Grimmsnarl,1,0,197
Ogerpon,55565273,99421818,Banjo,847.8,(other),other,1,0,110
Ogerpon,55565273,99410016,pokeca2018,865.1,Dragapult,Dragapult,0,1,220
Ogerpon,55565273,99397732,皮卡西@北京乐一,900.8,Ogerpon,Ogerpon,0,0,144
Ogerpon,55565273,99393973,Sijin Yu,819.2,Grimmsnarl+Froslass,Grimmsnarl,1,0,146
Ogerpon,55565273,99381683,YIN,884.6,Grimmsnarl+Froslass,Grimmsnarl,1,0,186
Ogerpon,55565273,99369866,What Lucario,944.9,Alakazam,Alakazam,0,1,155
Ogerpon,55565273,99363036,Manufactured Ideology,828.7,Ogerpon,Ogerpon,0,0,137
Ogerpon,55565273,99351250,テライFACC,642.9,Kangaskhan,Kangaskhan,1,1,201
Ogerpon,55565273,99345139,DovyDigital,823.4,Grimmsnarl+Froslass,Grimmsnarl,1,1,157
Ogerpon,55565273,99336818,takayosi,934.6,Ogerpon,Ogerpon,0,1,156
Ogerpon,55565273,99323458,Ant,980.9,Dragapult,Dragapult,0,1,130
Ogerpon,55565273,99324500,DarkLayer,889.3,Ogerpon,Ogerpon,0,1,131
Ogerpon,55565273,99321113,Iliamna,1010.1,Dragapult,Dragapult,0,0,188
Ogerpon,55565273,99308765,Roman Nesterov,978.2,Kangaskhan,Kangaskhan,0,0,129
Ogerpon,55565273,99304728,pineorpine,511.3,Lucario,Lucario,1,1,147
Ogerpon,55565273,99295013,What Lucario,944.9,Alakazam,Alakazam,1,1,200
Ogerpon,55565273,99283152,ZetX_Zephyr,833.3,Grimmsnarl+Froslass,Grimmsnarl,1,0,143
Ogerpon,55565273,99271294,Aji Samudra,890.4,Kangaskhan,Kangaskhan,0,1,124
Ogerpon,55565273,99260486,kigasudayooo,904.1,Alakazam,Alakazam,0,1,132
Ogerpon,55565273,99257653,Lennox,968.2,Froslass+Lopunny,Lopunny,0,0,156
Ogerpon,55565273,99253822,Team Rocket,932.7,Froslass+Lopunny,Lopunny,1,1,162
Ogerpon,55565273,99242016,tamakiken_OB,1000.1,Froslass+Lopunny,Lopunny,0,0,174
Ogerpon,55565273,99231720,MoriBob,923.2,Grimmsnarl+Froslass,Grimmsnarl,1,0,193
Ogerpon,55565273,99232055,whatcanwedo,822.7,Grimmsnarl+Froslass,Grimmsnarl,1,0,156
Ogerpon,55565273,99219419,隔壁老王,955.6,Alakazam,Alakazam,0,1,180
Ogerpon,55565273,99207584,Addison Howard (ineligible),822.8,Grimmsnarl+Froslass,Grimmsnarl,1,1,148
Ogerpon,55565273,99195749,yalee,,Dragapult,Dragapult,0,1,183
Ogerpon,55565273,99185080,keidroid,940.2,Ogerpon,Ogerpon,0,0,113
Ogerpon,55565273,99180933,Tara Labs,824.1,Grimmsnarl+Froslass,Grimmsnarl,1,0,152
Ogerpon,55565273,99169052,sugawarachikara,479.3,Froslass+Starmie,other,0,1,51
Ogerpon,55565273,99158068,GuGu-Field Team,836.8,Grimmsnarl+Froslass,Grimmsnarl,1,1,177
Ogerpon,55565273,99146205,S4nkurero,1042.7,Kangaskhan,Kangaskhan,1,0,226
Ogerpon,55565273,99134682,hukuda222,890.4,Kangaskhan+Cinderace+Ogerpon,other,0,0,128
Ogerpon,55565273,99132229,Lennox,968.2,Froslass+Lopunny,Lopunny,0,0,164
Ogerpon,55565273,99120445,Clement Lau,900.9,Dragapult,Dragapult,0,0,157
Ogerpon,55565273,99116741,lmaffei,931.0,Lopunny,Lopunny,0,0,117
Ogerpon,55565273,99110015,Handry Novianto,865.6,Grimmsnarl+Froslass,Grimmsnarl,1,0,215
Ogerpon,55565273,99098278,tttzof351,921.1,Grimmsnarl+Froslass,Grimmsnarl,1,0,175
Ogerpon,55565273,99093182,Hiro Nomo,1010.0,Dragapult,Dragapult,1,1,194
Ogerpon,55565273,99081352,MBOOK,806.3,Grimmsnarl+Froslass,Grimmsnarl,1,0,181
Ogerpon,55565273,99075500,xnryxd,849.6,Grimmsnarl+Froslass,Grimmsnarl,1,0,112
Ogerpon,55565273,99063716,Pushu?,936.3,Alakazam,Alakazam,0,1,100
Ogerpon,55565273,99056605,da da,1021.9,Kangaskhan+Ogerpon,Kangaskhan,0,0,144
Ogerpon,55565273,99054673,Scio,888.7,Grimmsnarl+Froslass,Grimmsnarl,0,1,150
Ogerpon,55565273,99042913,lll,932.4,Grimmsnarl+Froslass,Grimmsnarl,1,0,179
Ogerpon,55565273,99038230,tokimashita,969.7,Froslass+Lopunny,Lopunny,0,1,52
Ogerpon,55565273,99026411,fujikawa ikuya,854.1,Grimmsnarl+Froslass,Grimmsnarl,1,1,147
Ogerpon,55565273,99024949,H. Ashida,958.5,Ogerpon,Ogerpon,0,1,138
Ogerpon,55565273,99013113,Mahog,958.6,Grimmsnarl+Froslass,Grimmsnarl,1,1,190
Ogerpon,55565273,99001286,StackKnight,939.5,Froslass+Lopunny,Lopunny,1,1,133
Ogerpon,55565273,99000733,Ajay Sampath,850.0,Grimmsnarl+Froslass,Grimmsnarl,1,0,156
Ogerpon,55565273,98989313,Kaileh57,900.6,Grimmsnarl+Froslass,Grimmsnarl,1,0,132
Ogerpon,55565273,98983139,f,854.7,Alakazam,Alakazam,0,0,112
Ogerpon,55565273,98979958,Help-Computa,812.9,Lucario+Ogerpon,other,0,1,150
Ogerpon,55565273,98968122,kkanayj,981.2,Froslass+Lopunny,Lopunny,0,0,161
Ogerpon,55565273,98956299,shg195,855.3,(other),other,1,0,146
Ogerpon,55565273,98950401,yamakawanin,868.2,Ogerpon,Ogerpon,1,0,145
Ogerpon,55565273,98945035,senkin13,940.9,Grimmsnarl+Froslass,Grimmsnarl,1,1,143
Ogerpon,55565273,98934326,xi luo,822.6,Kangaskhan,Kangaskhan,0,0,122
Ogerpon,55565273,98922497,Reki,842.4,Grimmsnarl+Froslass,Grimmsnarl,1,0,163
Ogerpon,55565273,98910709,SantaClaws,998.1,Kangaskhan,Kangaskhan,0,1,115
Ogerpon,55565273,98908311,Momotaro1226,698.9,Kangaskhan,Kangaskhan,0,1,107
Ogerpon,55565273,98904920,Ken_Ken_Pa,838.3,Alakazam,Alakazam,0,0,146
Ogerpon,55565273,98904501,h_noson,877.7,Grimmsnarl+Froslass,Grimmsnarl,1,0,152
Ogerpon,55565273,98893111,today,822.0,Grimmsnarl+Froslass,Grimmsnarl,1,0,156
Ogerpon,55565273,98888783,forest2026,912.7,Grimmsnarl+Froslass,Grimmsnarl,1,1,177
Ogerpon,55565273,98885619,wen chung yu,858.8,Grimmsnarl+Froslass,Grimmsnarl,1,1,141
Ogerpon,55565273,98883976,Hirotaka Sugawara,833.6,Grimmsnarl+Froslass,Grimmsnarl,1,0,140
Ogerpon,55565273,98872134,photunix,772.5,Grimmsnarl+Froslass,Grimmsnarl,1,0,194
Ogerpon,55565273,98860327,Takuto Nishimine,801.1,Grimmsnarl+Froslass,Grimmsnarl,1,1,167
Ogerpon,55565273,98847964,Akira Imae,814.1,Alakazam,Alakazam,1,1,171
Ogerpon,55565273,98836119,near field,825.0,Alakazam,Alakazam,0,0,109
Ogerpon,55565273,98835753,Yigit Kayali,961.1,Alakazam,Alakazam,0,0,172
Ogerpon,55565273,98824393,Recep A.,485.9,Ogerpon,Ogerpon,1,0,137
Ogerpon,55565273,98821920,Agustín Suazo Zavando,294.3,(other),other,1,0,65
Ogerpon,55565273,98810109,Sleeeeep,589.0,Froslass+Starmie,other,0,1,40
Ogerpon,55565273,98799625,chiki-chiki,927.0,Grimmsnarl+Froslass,Grimmsnarl,1,0,126
Ogerpon,55565273,98792034,Scio,888.7,Grimmsnarl+Froslass,Grimmsnarl,1,0,152
Ogerpon,55565273,98780239,Kaito Sugiyama,481.6,Lucario,Lucario,1,1,164
Ogerpon,55565273,98776271,Shinichiro Yoshida,772.9,Grimmsnarl,Grimmsnarl,1,1,143
Ogerpon,55565273,98774283,CoorDi,832.9,Grimmsnarl+Froslass,Grimmsnarl,1,0,153
Ogerpon,55565273,98762520,Grace7523,893.8,Grimmsnarl+Froslass,Grimmsnarl,1,1,163
Ogerpon,55565273,98758608,kash2031,842.6,Kangaskhan+Ogerpon,Kangaskhan,0,0,123
Ogerpon,55565273,98754080,WE LOVE KING CRIMSON,822.9,Grimmsnarl+Froslass,Grimmsnarl,1,1,143
Ogerpon,55565273,98742293,pokewaves,916.1,Alakazam,Alakazam,0,0,178
Ogerpon,55565273,98733160,hibikisato0413,733.8,Archaludon+Cinderace,Archaludon,0,1,121
Ogerpon,55565273,98721331,PKMN Trainers L & Brando,887.4,Ogerpon,Ogerpon,0,1,134
Ogerpon,55565273,98709478,The Bitter Lesson,926.6,Dragapult,Dragapult,0,0,144
Ogerpon,55565273,98703056,LaM,932.1,Alakazam,Alakazam,0,1,141
Ogerpon,55565273,98701851,What Lucario,944.9,Alakazam,Alakazam,0,0,170
Ogerpon,55565273,98690035,Flying Banana,819.5,(other),other,1,1,174
Ogerpon,55565273,98678202,山上海賊団,926.6,Grimmsnarl+Froslass,Grimmsnarl,1,1,149
Ogerpon,55565273,98666379,Julian,830.5,Grimmsnarl+Froslass,Grimmsnarl,1,0,153
Ogerpon,55565273,98654072,Ikki Katsuyama,753.3,Grimmsnarl+Froslass,Grimmsnarl,1,0,152
Ogerpon,55565273,98641502,Andreas Palmgren,882.8,Alakazam,Alakazam,0,1,37
Ogerpon,55565273,98642670,Lucien de Rubempre,798.2,Grimmsnarl+Froslass,Grimmsnarl,1,1,162
Ogerpon,55565273,98630850,mitomeat823,929.4,Lucario,Lucario,0,1,165
Ogerpon,55565273,98619028,Dragon Ball Z,915.9,Grimmsnarl+Froslass,Grimmsnarl,0,1,140
Ogerpon,55565273,98605002,syuuuuu,986.9,Alakazam,Alakazam,0,1,200
Ogerpon,55565273,98606726,波力海苔,824.2,Grimmsnarl+Froslass,Grimmsnarl,1,0,148
Ogerpon,55565273,98597169,Will win?,911.5,Grimmsnarl+Froslass,Grimmsnarl,1,1,151
Ogerpon,55565273,98594769,takaygiiiiiiii,825.0,Grimmsnarl+Froslass,Grimmsnarl,1,1,98
Ogerpon,55565273,98591848,Takaaki Matsuda,912.6,Ogerpon,Ogerpon,1,1,50
Ogerpon,55565273,98580000,PokeMiniMax,999.8,Grimmsnarl+Froslass,Grimmsnarl,0,1,132
Ogerpon,55565273,98567594,Arun #2,827.3,Grimmsnarl+Froslass,Grimmsnarl,1,1,147
Ogerpon,55565273,98564313,rererenore,808.8,Grimmsnarl+Froslass,Grimmsnarl,1,0,143
Ogerpon,55565273,98552016,ryoya,716.2,Archaludon+Cinderace,Archaludon,0,0,124
Ogerpon,55565273,98544374,Ankith Savio,835.7,Grimmsnarl+Froslass,Grimmsnarl,1,0,171
Ogerpon,55565273,98532482,Tang,680.2,Lucario,Lucario,1,1,150
Ogerpon,55565273,98529151,hasshi7965,620.6,(other),other,0,1,137
Ogerpon,55565273,98517501,Dragonite,972.8,Lucario,Lucario,0,1,91
Ogerpon,55565273,98505608,What Lucario,944.9,Kangaskhan,Kangaskhan,0,1,134
Ogerpon,55565273,98502354,Ash Ketchum,895.3,Grimmsnarl+Froslass,Grimmsnarl,1,1,189
Ogerpon,55565273,98489998,shiiin9,823.3,Grimmsnarl+Froslass,Grimmsnarl,1,0,134
Ogerpon,55565273,98478137,hoshippi,823.5,Grimmsnarl+Froslass,Grimmsnarl,1,1,158
Ogerpon,55565273,98466336,sk1012,904.9,Kangaskhan,Kangaskhan,0,1,150
Ogerpon,55565273,98464779,kohbanye,843.9,Grimmsnarl+Froslass,Grimmsnarl,1,0,131
Ogerpon,55565273,98452937,Shuhan Yang,940.8,Kangaskhan+Ogerpon,Kangaskhan,0,1,147
Ogerpon,55565273,98441154,Michael Long,934.2,Alakazam,Alakazam,0,1,120
Ogerpon,55565273,98433861,tensorlike,848.8,Grimmsnarl+Froslass,Grimmsnarl,1,1,152
Ogerpon,55565273,98434552,AidenSong123,823.0,Grimmsnarl+Froslass,Grimmsnarl,1,0,156
Ogerpon,55565273,98422768,len8487,836.8,Froslass+Lopunny,Lopunny,0,0,133
Ogerpon,55565273,98410491,manase0,816.1,Grimmsnarl+Froslass,Grimmsnarl,1,1,144
Ogerpon,55565273,98399027,懒惰的金枪鱼,925.9,Grimmsnarl+Froslass,Grimmsnarl,1,1,181
Ogerpon,55565273,98387188,Boltuzamaki,845.5,Grimmsnarl+Froslass,Grimmsnarl,1,1,135
Ogerpon,55565273,98375341,Abdulatif Mahgoub,773.8,Kangaskhan,Kangaskhan,0,1,133
Ogerpon,55565273,98363514,static,814.5,Grimmsnarl+Froslass,Grimmsnarl,1,1,157
Ogerpon,55565273,98351695,omegapon,846.1,Lopunny+Ogerpon,other,0,0,145
Ogerpon,55565273,98339363,SoichiOzaki,916.8,Ogerpon,Ogerpon,0,1,144
Ogerpon,55565273,98335065,saikyo,848.6,Grimmsnarl+Froslass,Grimmsnarl,1,1,155
Ogerpon,55565273,98331808,ISSEI,615.2,Lucario,Lucario,1,1,96
Ogerpon,55565273,98326602,Kun Zhang,832.9,Grimmsnarl+Froslass,Grimmsnarl,1,1,206
Ogerpon,55565273,98318473,IIDA,801.7,Grimmsnarl+Froslass,Grimmsnarl,1,0,168
Ogerpon,55565273,98306655,wen chung yu,858.8,Grimmsnarl+Froslass,Grimmsnarl,1,1,139
Ogerpon,55565273,98300757,JovanaLab,964.4,Ogerpon,Ogerpon,0,0,126
Ogerpon,55565273,98288855,Gijs Smit,970.0,Lucario,Lucario,0,0,127
Ogerpon,55565273,98285968,hoshippi,823.5,Grimmsnarl+Froslass,Grimmsnarl,1,0,146
Ogerpon,55565273,98274173,Rikito Kanda,947.3,Froslass+Lopunny,Lopunny,0,0,40
Ogerpon,55565273,98264985,atsushi11o7,965.0,Grimmsnarl+Froslass,Grimmsnarl,1,0,155
Ogerpon,55565273,98265904,lollipop947,983.6,Froslass+Lopunny,Lopunny,0,1,48
Ogerpon,55565273,98264406,Attacker,855.9,Grimmsnarl+Froslass,Grimmsnarl,1,1,149
Ogerpon,55565273,98257152,Kailee Hamre,878.4,Kangaskhan,Kangaskhan,0,1,118
Ogerpon,55565273,98249828,Pokemon Garı Gacıyo,846.7,Garchomp,Garchomp,0,1,145
Ogerpon,55565273,98237871,Team,985.6,Grimmsnarl+Froslass,Grimmsnarl,1,1,160
Ogerpon,55565273,98237967,matcha110,846.6,Grimmsnarl+Froslass,Grimmsnarl,1,1,166
Ogerpon,55565273,98225508,GuerillaMoon,924.9,Grimmsnarl+Froslass,Grimmsnarl,0,1,174
Ogerpon,55565273,98213287,motemen,933.7,Grimmsnarl+Froslass,Grimmsnarl,0,1,169
Ogerpon,55565273,98213691,Victor @ Tufa Labs,840.9,Grimmsnarl+Froslass,Grimmsnarl,1,1,152
Ogerpon,55565273,98204596,neuro168,960.9,Froslass+Lopunny,Lopunny,0,0,160
Ogerpon,55565273,98205070,Yan,888.9,Ogerpon,Ogerpon,1,1,153
Ogerpon,55565273,98192655,yuya,797.4,Grimmsnarl+Froslass,Grimmsnarl,1,1,153
Ogerpon,55565273,98192807,StrixM,854.4,Kangaskhan,Kangaskhan,0,0,156
Ogerpon,55565273,98183756,Retlinac,539.8,Archaludon+Cinderace,Archaludon,1,1,152
Ogerpon,55565273,98171628,Colin19,701.2,Starmie+Cinderace,other,0,0,24
Ogerpon,55565273,98159325,blue_house,968.5,Ogerpon,Ogerpon,0,0,126
Ogerpon,55565273,98151346,AnSuSu,755.2,Alakazam,Alakazam,1,0,171
Ogerpon,55565273,98139027,magusi,912.4,Grimmsnarl+Froslass,Grimmsnarl,0,0,152
Ogerpon,55565273,98127231,Breaking1800,966.9,Ogerpon,Ogerpon,0,0,73
Ogerpon,55565273,98115394,chiki-chiki,927.0,Grimmsnarl+Froslass,Grimmsnarl,1,1,169
Ogerpon,55565273,98103568,DittleDev,884.8,Grimmsnarl+Froslass,Grimmsnarl,1,1,185
Ogerpon,55565273,98091734,Team Rocket,932.7,Froslass+Lopunny,Lopunny,0,1,179
Ogerpon,55565273,98079411,UBI=ISHI,877.1,Ogerpon,Ogerpon,0,0,47
Ogerpon,55565273,98067588,yamakawanin,868.2,Ogerpon,Ogerpon,1,1,64
Ogerpon,55565273,98064338,Dragon Ball Z,915.9,Grimmsnarl+Froslass,Grimmsnarl,1,1,140
Ogerpon,55565273,98051970,Pillip Youn,728.9,Alakazam,Alakazam,1,1,175
Ogerpon,55565273,98040094,Confusion,932.3,Ogerpon,Ogerpon,0,1,48
Ogerpon,55565273,98028222,huaiyuyoung,922.8,Grimmsnarl+Froslass,Grimmsnarl,1,0,182
Ogerpon,55565273,98023307,Hải Đăng,749.9,Alakazam,Alakazam,0,1,121
Ogerpon,55565273,98010996,tttzof351,921.1,Grimmsnarl+Froslass,Grimmsnarl,1,0,145
Ogerpon,55565273,98001322,Lord Momo,876.4,Grimmsnarl+Froslass,Grimmsnarl,1,1,146
Ogerpon,55565273,97989512,MAJ0RT0M,917.2,Alakazam,Alakazam,0,0,58
Ogerpon,55565273,97977692,Bocchieri Alberto,825.3,Alakazam,Alakazam,1,0,162
Ogerpon,55565273,97971224,Supermercado,835.0,Grimmsnarl+Froslass,Grimmsnarl,1,0,190
Ogerpon,55565273,97968796,齐乐,1040.9,Alakazam,Alakazam,0,1,132
Ogerpon,55565273,97955263,Sheehan Brothers,922.5,Ogerpon,Ogerpon,0,1,152
Ogerpon,55565273,97956497,Reki,842.4,Grimmsnarl+Froslass,Grimmsnarl,1,0,127
Ogerpon,55565273,97950801,stnick,978.2,Ogerpon,Ogerpon,0,0,91
Ogerpon,55565273,97938954,JS,912.8,Grimmsnarl+Froslass,Grimmsnarl,0,1,217
Ogerpon,55565273,97934662,Himi & Sato,859.5,Kangaskhan+Ogerpon,Kangaskhan,0,1,123
Ogerpon,55565273,97922327,tanadai,844.4,Grimmsnarl+Froslass,Grimmsnarl,1,1,168
Ogerpon,55565273,97916947,nakkan_AI,813.1,(other),other,0,1,131
Ogerpon,55565273,97905121,flaty,865.3,Garchomp,Garchomp,0,0,162
Ogerpon,55565273,97893277,Deng Xianghuai,878.0,Grimmsnarl+Froslass,Grimmsnarl,1,1,175
Ogerpon,55565273,97880429,Hajime Tamura,853.2,Grimmsnarl+Froslass,Grimmsnarl,1,1,167
Ogerpon,55565273,97880941,Sakito Horie,901.1,(other),other,1,0,42
Ogerpon,55565273,97868620,mitomeat823,929.4,Lucario,Lucario,0,0,165
Ogerpon,55565273,97856294,Leolazz,820.7,Alakazam,Alakazam,0,1,160
Ogerpon,55565273,97844477,Yudai Ueno,927.1,Garchomp,Garchomp,1,0,130
Ogerpon,55565273,97832697,Yan,888.9,Ogerpon,Ogerpon,1,1,135
Ogerpon,55565273,97820841,pensukesan,757.6,Lopunny,Lopunny,1,1,179
Ogerpon,55565273,97814574,Peng Wang,872.1,Ogerpon,Ogerpon,1,0,127
Ogerpon,55565273,97803580,kurushun,795.1,Grimmsnarl+Froslass,Grimmsnarl,1,0,146
Ogerpon,55565273,97791752,Jack12xl,579.0,(other),other,1,0,21
Ogerpon,55565273,97791723,Katasonov Evgeny,936.4,Dragapult,Dragapult,0,0,181
Ogerpon,55565273,97787079,yjshyfy,866.3,Grimmsnarl+Froslass,Grimmsnarl,1,0,179
Ogerpon,55565273,97775239,Kaileh57,900.6,Grimmsnarl+Froslass,Grimmsnarl,1,0,180
Ogerpon,55565273,97773314,tensorlike,848.8,Grimmsnarl+Froslass,Grimmsnarl,1,1,160
Ogerpon,55565273,97761442,Julian,830.5,Grimmsnarl+Froslass,Grimmsnarl,1,1,147
Ogerpon,55565273,97749612,Jonathan Donham,960.1,Kangaskhan,Kangaskhan,0,1,111
Ogerpon,55565273,97746448,LiquidAmmonia1999,744.6,Alakazam,Alakazam,0,0,150
Ogerpon,55565273,97734649,Will win?,911.5,Grimmsnarl+Froslass,Grimmsnarl,1,1,183
Ogerpon,55565273,97722787,Yoshihiko Suzuki,864.9,Froslass+Lopunny,Lopunny,0,0,133
Ogerpon,55565273,97710921,PPPPPPO,893.0,Alakazam,Alakazam,0,0,59
Ogerpon,55565273,97698586,y_nakai390,822.2,Grimmsnarl+Froslass,Grimmsnarl,1,1,184
Ogerpon,55565273,97687226,mealck,912.7,Alakazam,Alakazam,0,0,99
Ogerpon,55565273,97675374,MHIMDI Mouhib,858.1,Grimmsnarl,Grimmsnarl,1,0,131
Ogerpon,55565273,97663573,Blox Amaze,503.1,(other),other,1,0,72
Ogerpon,55565273,97660701,Blu3s & Ausrine,871.1,Alakazam,Alakazam,0,1,41
Ogerpon,55565273,97648395,Leonardo03,665.8,(other),other,1,1,144
Ogerpon,55565273,97642620,guruguru000,904.2,Ogerpon,Ogerpon,0,1,132
Ogerpon,55565273,97635610,Aregus,184.6,Dragapult,Dragapult,1,0,140
Ogerpon,55565273,97623285,蚌埠住了,,Alakazam,Alakazam,0,0,135
Ogerpon,55565273,97613249,seven,926.5,Lucario,Lucario,0,0,183
